1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024975
0.95085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048666
0.92744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7244e-07,0,0,0,0,0,0,0,0,3.1891e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8741e-05,0,0,0,0,0,0,0,1.0047e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071151
0.90479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5942e-08,0,0,0,0,2.2069e-06,0,0,0,0,0,0,0,0,9.298e-05,0,0,0,0,0,1.3618e-08,0,0,0,0,0,0,0,0,0,0.0025677,0,0,0,0,0,0,0,0,0,6.0651e-09,0,0,0,0,0,0,4.5332e-05,0,0,0,0,0,0,0,4.9945e-07,0,0,0,0,3.2831e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092504
0.88287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8808e-09,0,0,1.6248e-07,0,0,0,0,6.9619e-06,0,0,0,0,0,0,0,0,0.00019609,0,0,0,0,0,7.7545e-08,0,0,0,0,0,0,0,0,0,0.0040482,0,0,0,0,0,0,0,0,0,3.5828e-08,0,0,0,0,0,0,8.8125e-05,0,0,0,0,0,0,0,1.4844e-06,0,0,0,0,1.9573e-08,0,0,0,1.4154e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11279
0.86166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1809e-08,0,0,5.6211e-07,0,0,0,0,1.6224e-05,0,0,0,5.8208e-11,0,0,0,0,0.00034595,0,0,0,0,0,2.5881e-07,0,0,3.482e-11,0,0,0,0,0,0,0.0057483,0,0,0,0,0,0,0,1.9184e-11,0,1.2296e-07,0,0,0,0,0,0,0.00015015,0,0,0,0,1.1379e-11,0,0,3.4219e-06,0,0,0,0,6.7904e-08,0,0,0,9.8565e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13208
0.84114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2431e-08,0,0,1.4405e-06,0,0,0,0,3.155e-05,0,0,0,4.2915e-10,0,0,0,0,0.00054482,0,0,0,2.5709e-12,0,6.5909e-07,0,0,2.6644e-10,0,0,0,0,0,0,0.0076234,0,0,0,0,0,0,0,1.4957e-10,0,3.2051e-07,0,0,1.0651e-12,0,0,0,0.00023399,0,0,0,0,8.9924e-11,0,0,6.7454e-06,0,0,0,0,1.7908e-07,0,0,0,3.9129e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15042
0.82129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1451e-07,0,0,3.0646e-06,0,0,0,0,5.4362e-05,0,0,0,1.7805e-09,0,0,0,0,0.00079309,0,0,0,2.1617e-11,0,1.416e-06,0,0,1.1436e-09,0,1.4528e-13,0,0,0,0,0.0096354,0,0,0,0,0,1.0852e-13,0,6.5376e-10,0,7.0297e-07,0,0,9.4077e-12,0,0,0,0.00034175,0,0,0,0,3.9862e-10,0,0,1.1942e-05,0,0,0,0,3.9763e-07,0,0,0,1.1625e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16786
0.8021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.579e-07,0,0,5.7378e-06,0,0,0,0,8.5892e-05,0,0,0,5.474e-09,0,0,0,0,0.0010897,0,0,0,1.0096e-10,0,2.7017e-06,0,0,3.6273e-09,0,1.3666e-12,0,0,0,0,0.011752,0,0,0,0,0,1.0512e-12,0,2.1105e-09,0,1.3673e-06,0,0,4.6006e-11,0,0,0,0.00047506,0,0,0,0,1.3056e-09,0,0,1.954e-05,0,0,0,0,7.8332e-07,0,0,0,2.8722e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18447
