1,3,10,1
1,3,10,1
1,3,9,1
1,2,9,1
1,2,10,1
1,2,9,1
1,2,10,1
1,2,10,1
1,2,9,1
2,2,9,1
2,2,10,1
2,2,9,1
2,2,8,1
2,3,8,1
3,3,8,1
3,3,7,1
3,3,8,1
3,3,9,1
2,3,9,1
2,3,10,1
2,3,10,1
2,3,9,1
2,3,8,1
2,3,7,1
2,4,7,1
2,4,6,1
2,4,5,1
2,4,6,1
2,5,6,1
2,6,6,1
2,6,5,1
2,6,4,1
2,7,4,1
2,8,4,1
2,8,3,1
2,9,3,1
3,9,3,1
3,9,4,1
3,9,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
3,10,3,1
