0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,2.5e-05,0.024625,0.0001,0.97525
0,0,0,0,0,3.0095e-06,0.0001291,0.048073,0.00028166,0.95151
0,0,0,6.7275e-09,2.5192e-06,2.009e-05,0.00038252,0.070305,0.00052883,0.92876
2.3284e-08,2.925e-13,1.97e-10,8.2818e-08,1.301e-05,5.9137e-05,0.00083997,0.091296,0.00082732,0.90696
1.5255e-07,7.0349e-12,2.1303e-09,4.0027e-07,3.9027e-05,0.00012542,0.0015426,0.11103,0.0011648,0.8861
5.5902e-07,5.7784e-11,1.0697e-08,1.2707e-06,8.9529e-05,0.00022204,0.0025197,0.12951,0.0015304,0.86613
1.5253e-06,2.7867e-10,3.6461e-08,3.1577e-06,0.0001743,0.00035038,0.0037906,0.14673,0.0019149,0.84703
3.4626e-06,9.721e-10,9.785e-08,6.6754e-06,0.00030348,0.00051041,0.0053658,0.16272,0.0023103,0.82878
6.9233e-06,2.7265e-09,2.2299e-07,1.2577e-05,0.00048718,0.00070101,0.0072484,0.17749,0.0027097,0.81134
1.2608e-05,6.5357e-09,4.5099e-07,2.1738e-05,0.00073517,0.00092025,0.0094354,0.19107,0.0031074,0.7947
2.1372e-05,1.3917e-08,8.327e-07,3.5131e-05,0.0010567,0.0011656,0.011918,0.20348,0.0034986,0.77882
3.4223e-05,2.7012e-08,1.4307e-06,5.3803e-05,0.0014601,0.001434,0.014685,0.21478,0.0038792,0.76368
5.2321e-05,4.8669e-08,2.319e-06,7.8846e-05,0.0019531,0.0017224,0.01772,0.22498,0.004246,0.74924
7.6974e-05,8.2492e-08,3.5819e-06,0.00011138,0.0025422,0.0020272,0.021003,0.23414,0.0045962,0.7355
0.00010963,1.3286e-07,5.3126e-06,0.0001525,0.0032331,0.0023452,0.024516,0.24229,0.004928,0.72242
0.00015187,2.049e-07,7.6115e-06,0.00020331,0.0040302,0.0026729,0.028234,0.24949,0.0052397,0.70997
0.0002054,3.0447e-07,1.0584e-05,0.00026483,0.004937,0.0030071,0.032136,0.25576,0.0055301,0.69815
0.00027203,4.3802e-07,1.434e-05,0.00033804,0.0059561,0.0033446,0.036198,0.26117,0.0057986,0.68691
0.00035368,6.1255e-07,1.8987e-05,0.00042382,0.0070887,0.0036826,0.040395,0.26575,0.0060447,0.67624
0.00045236,8.3547e-07,2.4634e-05,0.00052296,0.0083356,0.0040184,0.044703,0.26955,0.0062683,0.66612
0.00057014,1.1144e-06,3.1387e-05,0.00063615,0.0096961,0.0043495,0.0491,0.27262,0.0064694,0.65653
0.00070916,1.4572e-06,3.9344e-05,0.00076397,0.011169,0.0046737,0.053563,0.27499,0.0066483,0.64744
0.00087162,1.8715e-06,4.8598e-05,0.00090687,0.012753,0.0049891,0.058068,0.27672,0.0068056,0.63884
0.0010597,2.365e-06,5.9231e-05,0.0010652,0.014444,0.005294,0.062595,0.27784,0.0069417,0.6307
0.0012758,2.9448e-06,7.1318e-05,0.0012391,0.01624,0.0055868,0.067124,0.27839,0.0070573,0.62301
0.001522,3.6178e-06,8.4919e-05,0.0014288,0.018136,0.0058664,0.071636,0.27842,0.0071533,0.61575
0.0018006,4.3901e-06,0.00010009,0.0016341,0.020128,0.0061318,0.076112,0.27797,0.0072305,0.60889
0.0021139,5.2673e-06,0.00011685,0.001855,0.022212,0.0063821,0.080535,0.27706,0.0072898,0.60243
0.0024642,6.2542e-06,0.00013525,0.0020912,0.024381,0.0066166,0.084891,0.27573,0.0073321,0.59635
0.0028535,7.3547e-06,0.00015528,0.0023424,0.026631,0.006835,0.089164,0.27403,0.0073584,0.59062
0.003284,8.5718e-06,0.00017694,0.002608,0.028956,0.007037,0.093342,0.27197,0.0073695,0.58524
0.0037579,9.9077e-06,0.00020022,0.0028876,0.031349,0.0072224,0.097413,0.2696,0.0073666,0.58019
0.0042771,1.1364e-05,0.0002251,0.0031806,0.033805,0.0073912,0.10137,0.26694,0.0073505,0.57545
0.0048436,1.294e-05,0.00025152,0.0034861,0.036317,0.0075434,0.10519,0.26402,0.0073221,0.57101
0.0054594,1.4635e-05,0.00027945,0.0038036,0.038879,0.0076794,0.10888,0.26086,0.0072825,0.56686
0.0061262,1.6449e-05,0.00030881,0.0041321,0.041484,0.0077994,0.11243,0.25749,0.0072324,0.56298
0.0068457,1.8378e-05,0.00033954,0.0044708,0.044128,0.0079037,0.11583,0.25394,0.0071727,0.55935
0.0076195,2.0419e-05,0.00037156,0.0048189,0.046802,0.0079928,0.11908,0.25022,0.0071044,0.55598
0.0084493,2.2569e-05,0.00040479,0.0051753,0.049501,0.0080671,0.12216,0.24636,0.0070281,0.55283
0.0093363,2.4821e-05,0.00043912,0.0055391,0.052219,0.0081273,0.12509,0.24237,0.0069446,0.54991
0.010282,2.7172e-05,0.00047446,0.0059094,0.05495,0.0081737,0.12785,0.23827,0.0068547,0.54721
0.011288,2.9615e-05,0.0005107,0.0062851,0.057689,0.0082072,0.13045,0.23408,0.0067591,0.5447
0.012354,3.2144e-05,0.00054774,0.0066653,0.060429,0.0082281,0.13288,0.22982,0.0066584,0.54239
0.013483,3.4751e-05,0.00058548,0.007049,0.063166,0.0082373,0.13514,0.2255,0.0065532,0.54025
0.014674,3.7431e-05,0.00062379,0.0074352,0.065893,0.0082352,0.13724,0.22114,0.0064441,0.53829
0.015929,4.0174e-05,0.00066256,0.007823,0.068607,0.0082226,0.13917,0.21673,0.0063317,0.53648
0.017249,4.2973e-05,0.0007017,0.0082114,0.071302,0.0081999,0.14093,0.21231,0.0062164,0.53483
0.018634,4.5821e-05,0.00074107,0.0085995,0.073973,0.008168,0.14254,0.20787,0.0060988,0.53333
0.020084,4.871e-05,0.00078058,0.0089863,0.076617,0.0081273,0.14399,0.20344,0.0059792,0.53196
0.0216,5.1631e-05,0.00082011,0.0093711,0.079229,0.0080785,0.14527,0.199,0.0058582,0.53071
0.023182,5.4577e-05,0.00085956,0.0097531,0.081806,0.0080222,0.14641,0.19459,0.005736,0.52959
0.02483,5.754e-05,0.00089884,0.010131,0.084343,0.0079589,0.14739,0.19019,0.0056131,0.52858
0.026545,6.0512e-05,0.00093784,0.010505,0.086837,0.0078891,0.14823,0.18583,0.0054897,0.52768
0.028326,6.3486e-05,0.00097646,0.010874,0.089285,0.0078135,0.14893,0.1815,0.0053662,0.52687
0.030174,6.6454e-05,0.0010146,0.011236,0.091685,0.0077324,0.14948,0.17721,0.0052428,0.52616
0.032088,6.9409e-05,0.0010523,0.011593,0.094032,0.0076465,0.1499,0.17296,0.0051198,0.52553
0.034068,7.2345e-05,0.0010893,0.011942,0.096326,0.0075561,0.15019,0.16877,0.0049975,0.52499
0.036113,7.5254e-05,0.0011255,0.012283,0.098563,0.0074617,0.15036,0.16463,0.0048759,0.52452
0.038223,7.8132e-05,0.0011611,0.012616,0.10074,0.0073637,0.15041,0.16054,0.0047553,0.52411
0.040399,8.0971e-05,0.0011958,0.012941,0.10286,0.0072626,0.15033,0.15652,0.0046359,0.52377
0.042638,8.3767e-05,0.0012296,0.013257,0.10491,0.0071587,0.15015,0.15256,0.0045179,0.52349
0.044941,8.6514e-05,0.0012624,0.013563,0.10691,0.0070524,0.14986,0.14866,0.0044012,0.52326
0.047306,8.9207e-05,0.0012943,0.013859,0.10883,0.0069439,0.14947,0.14484,0.0042862,0.52309
0.049734,9.1843e-05,0.0013251,0.014145,0.11069,0.0068337,0.14897,0.14108,0.0041728,0.52295
0.052223,9.4416e-05,0.0013549,0.014421,0.11249,0.006722,0.14839,0.13739,0.0040612,0.52286
0.054772,9.6923e-05,0.0013835,0.014686,0.11421,0.0066091,0.14772,0.13377,0.0039514,0.5228
0.057381,9.9361e-05,0.001411,0.01494,0.11587,0.0064953,0.14696,0.13022,0.0038436,0.52278
