0,1,5,0
0.025225,0.98377,4.9253,0.024775
0.049896,0.96818,4.8525,0.04856
0.074036,0.95321,4.7814,0.071392
0.097668,0.93882,4.7119,0.093304
0.12081,0.92501,4.644,0.11433
0.14349,0.91174,4.5777,0.13451
0.16571,0.89901,4.5129,0.15386
0.18751,0.8868,4.4494,0.17241
0.20889,0.87508,4.3874,0.19021
0.22988,0.86385,4.3267,0.20726
0.25049,0.85309,4.2672,0.2236
0.27073,0.84277,4.209,0.23926
0.29062,0.8329,4.152,0.25425
0.31018,0.82345,4.0961,0.26861
0.32942,0.81441,4.0414,0.28234
0.34835,0.80577,3.9877,0.29548
0.36699,0.79752,3.9351,0.30805
0.38534,0.78964,3.8836,0.32006
0.40342,0.78212,3.833,0.33153
0.42123,0.77496,3.7833,0.34248
0.4388,0.76814,3.7346,0.35294
0.45613,0.76166,3.6868,0.36291
0.47323,0.75549,3.6399,0.37241
0.49011,0.74965,3.5938,0.38146
0.50679,0.7441,3.5485,0.39008
0.52325,0.73886,3.5041,0.39828
0.53953,0.7339,3.4604,0.40607
0.55562,0.72923,3.4175,0.41347
0.57154,0.72483,3.3753,0.42048
0.58728,0.72069,3.3339,0.42713
0.60286,0.71682,3.2932,0.43343
0.61829,0.71319,3.2531,0.43939
0.63357,0.70982,3.2137,0.44501
0.64871,0.70668,3.175,0.45031
0.66371,0.70378,3.1369,0.45531
0.67859,0.7011,3.0995,0.46001
0.69334,0.69864,3.0626,0.46442
0.70797,0.6964,3.0263,0.46855
0.72249,0.69438,2.9907,0.47241
0.7369,0.69255,2.9555,0.47601
0.75121,0.69093,2.921,0.47936
0.76543,0.68951,2.887,0.48247
0.77954,0.68827,2.8535,0.48535
0.79357,0.68722,2.8205,0.48799
0.80752,0.68636,2.788,0.49042
0.82138,0.68567,2.756,0.49264
0.83517,0.68516,2.7245,0.49466
0.84888,0.68481,2.6935,0.49648
0.86253,0.68463,2.663,0.49811
0.87611,0.68462,2.6328,0.49955
0.88962,0.68476,2.6032,0.50082
0.90308,0.68506,2.574,0.50192
0.91648,0.6855,2.5452,0.50286
0.92982,0.6861,2.5168,0.50363
0.94311,0.68684,2.4888,0.50425
0.95636,0.68773,2.4612,0.50473
0.96956,0.68875,2.4341,0.50506
0.98271,0.6899,2.4073,0.50525
0.99582,0.69119,2.3809,0.50532
1.0089,0.69261,2.3548,0.50525
1.0219,0.69416,2.3291,0.50506
1.0349,0.69583,2.3038,0.50475
1.0479,0.69762,2.2788,0.50433
1.0608,0.69953,2.2542,0.5038
1.0737,0.70156,2.2299,0.50316
1.0866,0.7037,2.206,0.50243
1.0994,0.70595,2.1823,0.50159
1.1123,0.70831,2.159,0.50066
1.1251,0.71078,2.136,0.49964
1.1378,0.71335,2.1133,0.49853
1.1506,0.71602,2.0909,0.49733
1.1633,0.7188,2.0688,0.49606
1.176,0.72167,2.047,0.49471
1.1887,0.72464,2.0254,0.49329
1.2014,0.72771,2.0042,0.49179
1.214,0.73086,1.9832,0.49023
1.2266,0.73411,1.9625,0.4886
1.2392,0.73744,1.9421,0.4869
1.2518,0.74086,1.9219,0.48515
1.2644,0.74437,1.902,0.48334
1.277,0.74796,1.8823,0.48148
1.2896,0.75163,1.8629,0.47956
1.3021,0.75537,1.8437,0.47759
1.3146,0.7592,1.8248,0.47557
1.3271,0.7631,1.8061,0.47351
1.3396,0.76708,1.7877,0.47141
1.3521,0.77113,1.7694,0.46926
1.3646,0.77525,1.7514,0.46707
1.3771,0.77944,1.7336,0.46485
1.3895,0.7837,1.7161,0.46259
1.4019,0.78802,1.6987,0.46029
1.4144,0.79241,1.6815,0.45797
1.4268,0.79686,1.6646,0.45561
1.4392,0.80138,1.6479,0.45322
1.4516,0.80595,1.6313,0.45081
1.4639,0.81059,1.615,0.44837
1.4763,0.81528,1.5989,0.44591
1.4886,0.82003,1.5829,0.44342
1.501,0.82484,1.5671,0.44091
1.5133,0.8297,1.5516,0.43839
1.5256,0.83461,1.5362,0.43584
1.5379,0.83958,1.5209,0.43328
1.5502,0.84459,1.5059,0.4307
1.5625,0.84965,1.491,0.4281
1.5747,0.85476,1.4763,0.42549
1.587,0.85992,1.4618,0.42287
1.5992,0.86512,1.4475,0.42024
1.6114,0.87037,1.4333,0.41759
1.6236,0.87566,1.4192,0.41494
1.6358,0.88099,1.4054,0.41228
1.6479,0.88636,1.3917,0.40961
1.6601,0.89177,1.3781,0.40693
1.6722,0.89722,1.3647,0.40425
1.6843,0.90271,1.3514,0.40156
1.6964,0.90824,1.3383,0.39887
1.7085,0.9138,1.3254,0.39618
1.7205,0.91939,1.3125,0.39348
1.7326,0.92502,1.2999,0.39078
1.7446,0.93068,1.2873,0.38808
1.7566,0.93637,1.2749,0.38538
1.7686,0.94209,1.2627,0.38268
1.7805,0.94784,1.2505,0.37998
1.7924,0.95361,1.2385,0.37728
1.8044,0.95942,1.2267,0.37459
1.8162,0.96525,1.2149,0.3719
1.8281,0.97111,1.2033,0.36921
1.8399,0.97699,1.1919,0.36652
1.8518,0.98289,1.1805,0.36384
1.8636,0.98882,1.1693,0.36117
1.8753,0.99477,1.1581,0.3585
1.8871,1.0007,1.1471,0.35583
1.8988,1.0067,1.1363,0.35317
1.9105,1.0127,1.1255,0.35052
1.9221,1.0188,1.1148,0.34788
1.9338,1.0248,1.1043,0.34524
1.9454,1.0309,1.0939,0.34261
1.9569,1.037,1.0835,0.33999
1.9685,1.0431,1.0733,0.33738
1.98,1.0492,1.0632,0.33478
1.9915,1.0553,1.0532,0.33219
2.003,1.0614,1.0433,0.3296
2.0144,1.0676,1.0335,0.32703
2.0258,1.0737,1.0238,0.32447
2.0372,1.0799,1.0142,0.32192
2.0485,1.0861,1.0047,0.31937
2.0598,1.0922,0.99535,0.31684
2.0711,1.0984,0.98605,0.31432
2.0823,1.1046,0.97684,0.31182
2.0935,1.1109,0.96773,0.30932
2.1047,1.1171,0.95871,0.30684
2.1158,1.1233,0.94978,0.30436
2.1269,1.1295,0.94095,0.30191
2.1379,1.1358,0.9322,0.29946
2.149,1.142,0.92354,0.29702
2.16,1.1482,0.91497,0.2946
2.1709,1.1545,0.90648,0.29219
2.1818,1.1607,0.89808,0.2898
2.1927,1.167,0.88976,0.28742
2.2035,1.1732,0.88153,0.28505
2.2143,1.1794,0.87338,0.2827
2.2251,1.1857,0.86531,0.28035
2.2358,1.1919,0.85732,0.27803
2.2465,1.1982,0.84941,0.27571
2.2571,1.2044,0.84157,0.27341
2.2677,1.2106,0.83382,0.27113
2.2783,1.2169,0.82614,0.26886
2.2888,1.2231,0.81853,0.2666
2.2993,1.2293,0.811,0.26436
2.3097,1.2355,0.80355,0.26213
2.3201,1.2418,0.79616,0.25991
2.3305,1.248,0.78885,0.25772
2.3408,1.2542,0.78161,0.25553
2.3511,1.2604,0.77445,0.25336
2.3613,1.2666,0.76735,0.2512
2.3715,1.2727,0.76032,0.24906
2.3816,1.2789,0.75335,0.24693
2.3917,1.2851,0.74646,0.24482
2.4018,1.2912,0.73963,0.24272
2.4118,1.2974,0.73287,0.24064
2.4217,1.3035,0.72617,0.23857
2.4316,1.3096,0.71953,0.23652
2.4415,1.3158,0.71296,0.23448
2.4513,1.3219,0.70646,0.23246
2.4611,1.328,0.70001,0.23045
2.4709,1.334,0.69363,0.22845
2.4806,1.3401,0.68731,0.22647
2.4902,1.3462,0.68104,0.22451
2.4998,1.3522,0.67484,0.22255
2.5094,1.3582,0.6687,0.22062
2.5189,1.3642,0.66261,0.2187
2.5284,1.3702,0.65658,0.21679
2.5378,1.3762,0.65061,0.21489
2.5472,1.3822,0.6447,0.21302
2.5565,1.3882,0.63884,0.21115
2.5658,1.3941,0.63304,0.2093
2.575,1.4,0.62729,0.20747
2.5842,1.406,0.62159,0.20564
2.5933,1.4119,0.61595,0.20384
2.6024,1.4177,0.61036,0.20205
2.6115,1.4236,0.60483,0.20027
2.6205,1.4294,0.59934,0.1985
2.6294,1.4353,0.59391,0.19675
2.6383,1.4411,0.58853,0.19501
2.6472,1.4469,0.5832,0.19329
2.656,1.4527,0.57791,0.19158
2.6647,1.4584,0.57268,0.18989
2.6735,1.4641,0.5675,0.18821
2.6821,1.4699,0.56236,0.18654
2.6907,1.4756,0.55727,0.18489
2.6993,1.4813,0.55223,0.18324
2.7078,1.4869,0.54724,0.18162
2.7163,1.4926,0.54229,0.18
2.7247,1.4982,0.53738,0.1784
2.7331,1.5038,0.53253,0.17682
2.7415,1.5094,0.52771,0.17524
2.7497,1.5149,0.52295,0.17368
2.758,1.5205,0.51822,0.17214
2.7662,1.526,0.51354,0.1706
2.7743,1.5315,0.5089,0.16908
2.7824,1.537,0.50431,0.16757
2.7905,1.5425,0.49976,0.16607
2.7985,1.5479,0.49524,0.16459
2.8064,1.5533,0.49077,0.16312
2.8143,1.5587,0.48635,0.16166
2.8222,1.5641,0.48196,0.16022
2.83,1.5694,0.47761,0.15878
2.8378,1.5748,0.4733,0.15736
2.8455,1.5801,0.46903,0.15595
2.8532,1.5854,0.4648,0.15456
2.8608,1.5906,0.46061,0.15317
2.8684,1.5959,0.45646,0.1518
2.8759,1.6011,0.45234,0.15044
2.8834,1.6063,0.44827,0.14909
2.8908,1.6115,0.44422,0.14775
2.8982,1.6166,0.44022,0.14643
2.9056,1.6217,0.43625,0.14511
2.9129,1.6269,0.43232,0.14381
2.9201,1.6319,0.42843,0.14252
2.9273,1.637,0.42457,0.14124
2.9345,1.642,0.42074,0.13997
2.9416,1.647,0.41695,0.13872
2.9487,1.652,0.41319,0.13747
2.9557,1.657,0.40947,0.13623
2.9627,1.6619,0.40578,0.13501
2.9696,1.6669,0.40213,0.1338
2.9765,1.6718,0.39851,0.13259
2.9834,1.6766,0.39492,0.1314
2.9902,1.6815,0.39136,0.13022
2.9969,1.6863,0.38784,0.12905
3.0036,1.6911,0.38435,0.12789
3.0103,1.6959,0.38088,0.12674
3.0169,1.7006,0.37745,0.1256
3.0235,1.7054,0.37406,0.12447
3.0301,1.7101,0.37069,0.12335
3.0365,1.7148,0.36735,0.12224
3.043,1.7194,0.36404,0.12114
3.0494,1.7241,0.36076,0.12005
3.0558,1.7287,0.35752,0.11897
3.0621,1.7333,0.3543,0.1179
3.0684,1.7378,0.35111,0.11684
3.0746,1.7424,0.34794,0.11579
3.0808,1.7469,0.34481,0.11475
3.0869,1.7514,0.34171,0.11371
3.093,1.7558,0.33863,0.11269
3.0991,1.7603,0.33558,0.11168
3.1051,1.7647,0.33256,0.11067
3.1111,1.7691,0.32957,0.10968
3.117,1.7735,0.3266,0.10869
3.1229,1.7778,0.32366,0.10771
3.1288,1.7821,0.32074,0.10675
3.1346,1.7864,0.31785,0.10579
3.1404,1.7907,0.31499,0.10484
3.1461,1.795,0.31215,0.10389
3.1518,1.7992,0.30934,0.10296
3.1575,1.8034,0.30656,0.10203
3.1631,1.8076,0.3038,0.10112
3.1687,1.8117,0.30106,0.10021
3.1742,1.8159,0.29835,0.099307
3.1797,1.82,0.29566,0.098415
3.1852,1.824,0.293,0.097531
3.1906,1.8281,0.29036,0.096655
3.1959,1.8321,0.28774,0.095787
3.2013,1.8362,0.28515,0.094927
3.2066,1.8402,0.28258,0.094075
3.2119,1.8441,0.28004,0.09323
3.2171,1.8481,0.27751,0.092393
3.2223,1.852,0.27501,0.091564
3.2274,1.8559,0.27253,0.090742
3.2325,1.8598,0.27008,0.089928
3.2376,1.8636,0.26764,0.089122
3.2426,1.8674,0.26523,0.088322
3.2476,1.8712,0.26284,0.08753
3.2526,1.875,0.26047,0.086746
3.2575,1.8788,0.25813,0.085968
3.2624,1.8825,0.2558,0.085197
3.2673,1.8862,0.25349,0.084434
3.2721,1.8899,0.25121,0.083677
3.2769,1.8936,0.24894,0.082928
3.2816,1.8972,0.2467,0.082185
3.2863,1.9009,0.24447,0.081449
3.291,1.9045,0.24227,0.08072
3.2956,1.908,0.24008,0.079998
3.3003,1.9116,0.23792,0.079282
3.3048,1.9151,0.23577,0.078572
3.3094,1.9186,0.23365,0.077869
3.3139,1.9221,0.23154,0.077173
