0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5e-05,0,0,0,0,0,0,0,0.001,0,0,0,0,0.023625,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95e-08,0,2.96e-06,0,0,0,0,0,0,0.0001291,0,0,0,0,1.9925e-07,0,0,0.0037586,0,0,0,0,0.044314,0,0,0,0.00028166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85e-09,0,0,0,0,0,8.775e-10,0,0,2.925e-11,0,0,0,0,0,0,2.5192e-06,0,0,0,0,0,0,0,1.8371e-07,0,1.9907e-05,0,0,5.9503e-10,0,0,0,0.00038252,0,0,0,0,7.4525e-07,0,0,0.0079654,0,0,0,0,0.062339,0,0,0,0.00052883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92876
2.3284e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.925e-13,0,0,0,0,1.9697e-10,0,0,0,2.34e-14,0,0,0,0,7.1471e-08,0,0,0,1.88e-13,0,1.1347e-08,0,0,2.6105e-10,0,5.7366e-13,0,0,0,0,1.301e-05,0,0,0,0,0,2.3674e-12,0,4.2654e-07,0,5.8711e-05,0,0,2.7683e-09,0,0,0,0.00083996,0,0,0,0,1.7423e-06,0,0,0.013345,0,0,0,0,0.077949,0,0,0,0.00082732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90696
1.5255e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1747e-14,0,0,7.0232e-12,0,0,0,0,2.1299e-09,0,0,0,4.1906e-13,0,0,0,0,3.4124e-07,0,0,0,1.5904e-12,0,5.9033e-08,0,0,1.069e-09,0,3.1521e-12,0,0,0,0,3.9026e-05,0,0,0,0,0,1.3146e-11,0,7.9297e-07,0,0.00012462,0,0,7.7293e-09,0,0,0,0.0015426,0,0,0,0,3.2592e-06,0,0,0.019654,0,0,0,0,0.091374,0,0,0,0.0011648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8861
5.5902e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0379e-13,0,0,5.758e-11,0,0,0,0,1.0694e-08,0,0,0,2.7174e-12,0,0,0,0,1.0751e-06,0,0,0,6.8761e-12,0,1.9557e-07,0,0,3.0427e-09,0,1.0115e-11,0,0,0,0,8.9526e-05,0,0,0,0,0,4.2594e-11,0,1.2911e-06,0,0.00022075,0,0,1.6789e-08,0,0,0,0.0025197,0,0,0,0,5.3351e-06,0,0,0.026677,0,0,0,0,0.10283,0,0,0,0.0015304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86613
1.5253e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4355e-12,0,0,2.7723e-10,0,0,0,0,3.645e-08,0,0,0,1.1047e-11,0,0,0,0,2.6603e-06,0,0,0,2.1125e-11,0,4.9741e-07,0,0,6.9758e-09,0,2.4755e-11,0,0,0,0,0.00017429,0,0,0,0,0,1.0518e-10,0,1.9235e-06,0,0.00034846,0,0,3.1265e-08,0,0,0,0.0037905,0,0,0,0,7.9856e-06,0,0,0.034226,0,0,0,0,0.1125,0,0,0,0.0019149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84703
3.4626e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4103e-12,0,0,9.6569e-10,0,0,0,0,9.7816e-08,0,0,0,3.3971e-11,0,0,0,0,5.6117e-06,0,0,0,5.245e-11,0,1.0636e-06,0,0,1.3838e-08,0,5.1174e-11,0,0,0,0,0.00030347,0,0,0,0,0,2.1922e-10,0,2.689e-06,0,0.00050772,0,0,5.2412e-08,0,0,0,0.0053657,0,0,0,0,1.1207e-05,0,0,0.042136,0,0,0,0,0.12057,0,0,0,0.0023103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82878
6.9233e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1577e-11,0,0,2.7049e-09,0,0,0,0,2.229e-07,0,0,0,8.6547e-11,0,0,0,0,1.0565e-05,0,0,0,1.1242e-10,0,2.0118e-06,0,0,2.4736e-08,0,9.4131e-11,0,0,0,0,0.00048715,0,0,0,0,0,4.0626e-10,0,3.5832e-06,0,0.00069742,0,0,8.1375e-08,0,0,0,0.0072483,0,0,0,0,1.4982e-05,0,0,0.050265,0,0,0,0,0.12721,0,0,0,0.0027097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81134
